feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
-12.264466417581488,9.081603166759127,5.23509934158837,-6.814474044869122,-4.711673464171586,-6.0906294148936535,-5.073630531827286,-0.21229192635105576,-2.279677091688188,-4.227672002533818
8.949684166251478,5.423981973458588,6.584439827493878,6.345777899003783,1.7825461640039921,8.993783476691245,-7.640490627469014,-5.3398464801871945,-7.586494293001836,-1.446568011694624
4.30308902900976,-7.538977973622045,-3.9498617294032927,-1.1793043452104957,-3.6925670390847265,5.089486581566218,-6.471065085128571,-0.11888328626854094,1.6401074683841064,-7.3344299874662315
9.80480509025526,6.142594370070675,6.195237484305295,7.610057898810617,2.9244185130766454,5.6122324897102445,-10.171035876932274,-8.209025930803534,-8.314584879673976,-4.608929783864992
3.7531589424029503,-9.84674711616881,-4.556280365030572,-3.1125392858389267,-3.370968542532537,5.146676314964095,-7.855324914262358,-2.512107405372638,1.5335159830464622,-9.426365890564675
2.6912135032983278,-6.919627590469345,-8.210731427636777,7.562366895780654,9.809049545898954,7.726161193998276,-3.680005104773584,-8.907246711830663,2.8764228587231617,-0.5054605641336849
-4.881383505789859,8.42002801059264,4.27466499096336,1.597654923312715,-6.13735956277776,-4.49729790005814,-8.690092714426699,7.06344476851095,1.7112340592592648,4.310713276210166
3.6110596686739713,-7.625534526472214,-4.31796875273205,-2.4189580193203444,-1.9127949373830277,4.8358354138411555,-4.667205957905742,-0.3740572812650981,3.2672632569804723,-8.342216648798091
3.5389856234725663,-9.595880963989163,-3.745374233177998,-1.698743060419902,-1.230915460955201,4.9014780781827785,-5.727113415948839,0.2868883689856103,3.0524972121405485,-12.225217114077594
1.9840434831766212,-6.033787997627909,-5.6519096725036455,-2.4653083810046637,-1.636279619984282,5.219087484501513,-4.020341644364917,-1.6958982519817773,2.7670477830467894,-9.6445056681327
-1.0494607583202542,9.200900052714594,3.124441131754288,0.4977381824798688,-6.750952045048287,-7.479954834681985,-9.24763927520594,8.549878701570707,2.9021154157712448,5.8152227725180445
8.550841957709386,5.423615202589116,8.75980926223437,9.131306025689288,1.6527826293056027,6.0089855265733725,-9.661328963862381,-7.251272539213557,-10.26750175781754,-6.860276896554858
3.3323079250728482,-7.117055313325017,-8.786059611867364,10.219773989535451,9.162642262164042,7.344377556459128,-5.142765649632659,-7.527010622332782,4.691847357099882,-2.1927917233828316
10.427546628960142,3.503083543832265,9.08851945827053,7.238475405000403,2.3546921322682226,8.074276867674948,-9.86887319682661,-6.6579716244698925,-8.344509052187467,-1.1609475951102919
7.749559686528988,5.2284060129015915,7.226503761939251,5.698102107943075,2.7091033467463688,6.950605382848478,-6.481615209633973,-4.379144974055553,-8.032624125213534,-4.85633800018136
-0.672796145827457,8.080572385199064,6.046051008156715,3.770886844126073,-7.859013177984923,-8.626175119384609,-8.475974676429892,6.666633888178455,4.2646240978597785,4.203220604520707
2.3944411409005557,-7.750923370348712,-3.2452792232242853,-2.955872955428414,-0.017563695978465632,4.512795572106679,-6.766120795588357,1.4170088316257519,3.630772005525356,-9.113030024583464
0.9495897555896888,-7.195236807183259,-3.4611351369469263,-0.8918904702613291,0.05475338640641114,7.016207569819231,-4.969355886210956,-1.1662587974031344,2.279921902421306,-8.052598602993378
-7.559087637259302,-0.8385442106565814,-7.489937522114763,7.0137391034468415,-4.684386065505451,2.7358463851141734,-4.435648573597096,0.8541586741820033,0.4323615952997337,-4.08052228390714
1.5463934677580013,-8.671150185851305,-5.532590597814546,-3.5591371638357017,-1.0586656043246512,6.427730791247955,-6.36681146873964,0.004715746013569888,1.7475031092540838,-8.49885851587357
-5.574532574275706,-0.38012484119664597,-9.7577930680879,7.216254737095649,-4.3977239409915425,2.400567815925018,-5.120320990539229,-0.4831402681738528,-0.20197021189541764,-7.5100589205707555
-3.7164184808523926,7.557259792853043,6.029611884428183,2.923164916696255,-6.130683410688684,-6.12609498215881,-8.853023884052307,6.246817669715705,2.1132657046966474,3.348857502106375
-9.422439830281743,11.237770940277187,7.695244974520672,-6.481710416085317,-7.070515515495163,-7.387518379028888,-3.253615141478541,-0.7050380728431909,-0.061029054857662635,-2.5878492260245096
0.3136885595771879,-4.441146528700754,-8.479185693843274,8.029772116786912,9.8499850031769,6.343213980286691,-4.273305917483603,-9.496775920058099,1.961206219608209,1.4272110717238986
1.880794715216831,-4.395757310792969,-3.5878377511083683,-3.280200106097307,0.08454939643489312,5.021806965951042,-7.884423465824891,1.9315255025904368,0.5246202602836325,-6.128936595603296
-9.383439426176071,0.9435332713256057,-10.666137186537975,9.366613582165268,-4.22151335590425,1.006218212505681,-2.8814230891898647,1.59547723135571,2.443659739280679,-7.225228830416686
9.79251896781952,6.036814067607769,8.751666567931021,7.079131719272272,1.2540507733445516,9.059509155058452,-9.010370092593062,-5.408061369288561,-8.383901595333876,-1.6526934775524196
10.70917826389126,5.617675128042596,10.38607268134064,8.319183092578353,1.0787356130344405,8.011711367497783,-7.164420872194182,-7.5680794011687205,-8.143998198428937,-3.9323154865343914
1.3246907583438374,-6.993736443030616,-8.705891800007134,10.559485508674264,9.396811801264077,3.5628468050621964,-5.38341083113528,-4.7375159689730015,3.8471270850386485,-0.0560019883953915
-3.416818517393914,7.307581676681113,3.8639913751370694,0.6753120796034582,-4.855057229064192,-5.822141884936606,-8.84789492621595,9.099455882166733,2.1151422040413177,3.1279105143269925
2.4206643422619876,-7.008211864133653,-4.417624704087647,-0.7259333436101274,-1.038991995574187,7.646705719448239,-5.3295840451525685,0.70609293958631,1.7123616733070635,-7.902243713344941
-6.730568577927517,-2.186674567535066,-9.552477845956856,8.72385711474204,-4.52098784146582,2.6638491421352133,-4.340258875721011,2.2532509304522756,2.0294115816636786,-7.099918723067651
11.381287276914795,4.6822990807111236,10.54973952593179,8.383664417182722,3.1810268757513933,6.643590576184525,-6.996560551366622,-4.889219120311612,-9.894692388635878,-2.4758679335852705
8.465335793700259,8.890768750714054,6.077184081122738,6.85946363313611,2.775356173346727,8.786261953853428,-8.069455406939099,-5.221669502258489,-10.106784844226013,-2.4854966527460123
2.7594876469053666,-6.549758378148255,-3.08781261641876,-2.254924539968828,-0.6726157916966048,7.928347788386596,-7.8357552410694185,2.31942060042732,1.5005050865987735,-8.385921841958078
-8.913046281985457,8.224507928043623,6.7357034347463065,-4.799488940282075,-10.076647754767656,-6.868579034544352,-3.942328096972895,0.2595762913498374,0.38742256431520095,-5.5240985459466225
9.943659625830005,4.763339846749665,7.137813909532646,8.360946547710085,2.3431762069812976,9.615166794575755,-8.54358748315261,-5.049835856245599,-9.070004096635847,-3.0790787308328245
8.816300790145144,6.44869300009244,7.649685183178517,7.395972665451902,2.4304458570092513,9.546688044134731,-8.49920383790217,-6.659237009293564,-9.14491391237915,-5.949060839700225
8.123699679447167,5.262211529428539,10.462355013215054,9.074627133374964,3.238476960362565,7.91377470635984,-8.239341299484241,-7.038363556274292,-9.594241981384027,-4.840765122256704
