feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
8.896070380952724,5.601410271886367,8.747281224678273,8.74883805458161,2.971442494213843,8.964909300058796,-7.946115123581344,-7.95654787144597,-8.956520524347802,-2.15660303736306
-10.624351616078535,0.5530032656959664,-8.072597784613414,7.3604578674597345,-3.557399705490719,3.034698757176102,-3.8614192295643255,0.09104084989338118,2.831787058963519,-6.8481477308054695
4.789463341119184,-7.054018463445077,-4.925724098522814,-2.1689135867760445,-0.48986897879735664,7.06923574079281,-5.468860998506895,3.254766335275396,1.714606414758123,-9.190535685336613
-7.552419043736846,0.7148066687645204,-10.871397762562323,7.249506881295668,-4.187128590062578,3.44419128496756,-4.629358574661465,1.1790152753297378,1.2974831314783115,-5.696242162250513
2.7995939626203175,-6.533507118667138,-9.475154270674773,7.875871161897963,9.564916179696244,7.696001150209987,-4.182674168944269,-8.887594104466165,3.3772557199172546,-1.87062353829096
-8.596973418151286,-1.1644259485751096,-10.308880822623792,7.273409174754834,-4.345537102009413,0.8984666599510751,-4.607882375792009,0.2812045347263371,2.3125551310793595,-6.59802333638136
-4.16240086460126,7.888896080300174,5.257921156878493,2.5897128250353827,-6.261569967584013,-2.2568318044902815,-8.15325914380421,8.686201683715423,3.1671023510560183,4.943121057487867
1.7497836402993254,-7.6482524294211345,-5.724352871974249,8.42609980512386,10.49797439452258,5.376513752767464,-1.2278359806907133,-7.639679742169727,4.688978605676764,-1.9062431367350987
1.254635842594152,-9.333992390027857,-5.325135932616552,-1.3900610358405254,-1.064070899524568,5.8139939825161475,-7.27088829368847,0.36335323845256673,0.6209162043536143,-10.121929275663351
1.3473873656608955,-5.126562886404322,-10.587807695916956,10.297210879319325,11.038788147286356,6.582925195311059,-4.14235555376782,-7.671653935752414,2.9601504877657847,1.9526018897873194
0.6047998599744642,-6.392394539114266,-9.2607384593238,10.088428408540665,9.297527620040977,6.231760499812985,-3.313763228462854,-8.403604470108629,5.697637823120737,-0.5852624512281125
11.78596317623894,4.609898548967234,9.202251252991958,9.40503486965118,3.738582308628966,8.115905793970677,-10.660254820820699,-6.541280032355228,-7.003138418713936,-4.409304309352015
